-0.100000	4.113560
-0.075000	3.728141
-0.050000	3.401953
-0.025000	3.124165
-0.000000	2.886925
0.025000	2.684272
0.050000	2.511526
0.075000	2.364925
0.100000	2.241385
0.125000	2.138341
0.150000	2.053627
0.175000	1.985400
0.200000	1.932074
0.225000	1.892272
0.250000	1.864794
0.275000	1.848584
0.300000	1.842707
0.325000	1.846336
0.350000	1.858731
0.375000	1.879227
0.400000	1.907228
0.425000	1.942196
0.450000	1.983643
0.475000	2.031124
0.500000	2.084237
0.525000	2.142610
0.550000	2.205907
0.575000	2.273817
0.600000	2.346054
0.625000	2.422355
0.650000	2.502476
0.675000	2.586192
0.700000	2.673296
0.725000	2.763592
0.750000	2.856902
0.775000	2.953056
0.800000	3.051899
0.825000	3.153284
0.850000	3.257075
0.875000	3.363144
0.900000	3.471371
0.925000	3.581644
0.950000	3.693856
0.975000	3.807908
