-0.112500	0.000000
-0.087500	0.000000
-0.062500	0.000000
-0.037500	0.000000
-0.012500	0.000000
0.012500	0.000000
0.037500	0.000000
0.062500	0.000000
0.087500	0.000000
0.112500	1.000000
0.137500	15.000000
0.162500	167.000000
0.187500	1045.000000
0.212500	2885.000000
0.237500	4435.000000
0.262500	4889.000000
0.287500	4175.000000
0.312500	2418.000000
0.337500	934.000000
0.362500	219.000000
0.387500	26.000000
0.412500	1.000000
0.437500	0.000000
0.462500	0.000000
0.487500	0.000000
0.512500	0.000000
0.537500	0.000000
0.562500	0.000000
0.587500	0.000000
0.612500	0.000000
0.637500	0.000000
0.662500	0.000000
0.687500	0.000000
0.712500	0.000000
0.737500	0.000000
0.762500	0.000000
0.787500	0.000000
0.812500	0.000000
0.837500	0.000000
0.862500	0.000000
0.887500	0.000000
0.912500	0.000000
0.937500	0.000000
0.962500	0.000000
0.987500	0.000000
