-0.100000	3.231009
-0.075000	2.854608
-0.050000	2.539058
-0.025000	2.272973
-0.000000	2.048143
0.025000	1.858363
0.050000	1.698784
0.075000	1.565520
0.100000	1.455400
0.125000	1.365791
0.150000	1.294479
0.175000	1.239583
0.200000	1.199491
0.225000	1.172804
0.250000	1.158308
0.275000	1.154933
0.300000	1.161741
0.325000	1.177894
0.350000	1.202651
0.375000	1.235345
0.400000	1.275379
0.425000	1.322214
0.450000	1.375362
0.475000	1.434383
0.500000	1.498872
0.525000	1.568463
0.550000	1.642820
0.575000	1.721635
0.600000	1.804625
0.625000	1.891529
0.650000	1.982108
0.675000	2.076139
0.700000	2.173415
0.725000	2.273747
0.750000	2.376958
0.775000	2.482881
0.800000	2.591364
0.825000	2.702263
0.850000	2.815444
0.875000	2.930782
0.900000	3.048161
0.925000	3.167469
0.950000	3.288603
0.975000	3.411468
