-0.100000	3.362511
-0.075000	2.976792
-0.050000	2.652410
-0.025000	2.378032
-0.000000	2.145455
0.025000	1.948462
0.050000	1.782182
0.075000	1.642704
0.100000	1.526827
0.125000	1.431892
0.150000	1.355658
0.175000	1.296219
0.200000	1.251937
0.225000	1.221394
0.250000	1.203351
0.275000	1.196723
0.300000	1.200549
0.325000	1.213980
0.350000	1.236255
0.375000	1.266695
0.400000	1.304689
0.425000	1.349686
0.450000	1.401187
0.475000	1.458740
0.500000	1.521932
0.525000	1.590386
0.550000	1.663759
0.575000	1.741734
0.600000	1.824021
0.625000	1.910352
0.650000	2.000481
0.675000	2.094179
0.700000	2.191234
0.725000	2.291451
0.750000	2.394647
0.775000	2.500651
0.800000	2.609307
0.825000	2.720467
0.850000	2.833992
0.875000	2.949754
0.900000	3.067632
0.925000	3.187512
0.950000	3.309288
0.975000	3.432861
